registry_id,source_table,experiment_package,benchmark,conditioned,story_bucket,include_in_current_story,exp_id,group,phase,story,train_mode,execution_semantics,system_role,objective_family,world_size,pipe_stages,seed,K,steps,lr,step_size,weight_mode,last2_beta,num_nodes,ppn,data_dir,run_dir,eval_dir,trajectory_dir,source_status,registry_status,final_fid,best_fid,best_step,final_step,available_points,top1_conditional_acc,per_class_avg_acc,pbs_job_id,local_run,config_signature,config_hash,git_commit_recorded,identity_note
phase1_screening:A2_pipe_uniform_p4_k100_s20k,phase1_summary,phase1_screening,cifar10,no,legacy_pipeline_factor_screen,context_only,A2_pipe_uniform_p4_k100_s20k,A2,A2,Q2 pipeline factor,pipe_strict,strict_pipeline,pipeline_realization,uniform_weighted,4,4,1,100,20000,1e-4,1.0,uniform,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A2/A2_pipe_uniform_p4_k100_s20k_20260329_145053,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A2/A2_pipe_uniform_p4_k100_s20k_20260329_145053/eval,,done,completed,88.16671818730975,,,20000,,,,6980020.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|4|4|1|100|20000|1e-4|1.0|uniform|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_pipeline_factor_screen,ecb8ed655f49,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase1_screening:A2_pipe_uniform_p8_k100_s20k,phase1_summary,phase1_screening,cifar10,no,legacy_pipeline_factor_screen,context_only,A2_pipe_uniform_p8_k100_s20k,A2,A2,Q2 pipeline factor,pipe_strict,strict_pipeline,pipeline_realization,uniform_weighted,8,8,1,100,20000,1e-4,1.0,uniform,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A2/A2_pipe_uniform_p8_k100_s20k_20260329_145326,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A2/A2_pipe_uniform_p8_k100_s20k_20260329_145326/eval,,done,completed,99.06115617483204,,,20000,,,,6980030.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|8|8|1|100|20000|1e-4|1.0|uniform|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_pipeline_factor_screen,e227f0a897aa,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase1_screening:A3_ddp_fullk_k100_s20k,phase1_summary,phase1_screening,cifar10,no,legacy_chain_depth_screen,context_only,A3_ddp_fullk_k100_s20k,A3,A3,Q3 sampling_fidelity factor,ddp_fullk,ddp_strict,baseline_control,strict_baseline,4,0,1,100,20000,1e-4,1.0,uniform,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_ddp_fullk_k100_s20k_20260329_152523,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_ddp_fullk_k100_s20k_20260329_152523/eval,,done,completed,118.9807886227535,,,20000,,,,6980044.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|ddp_fullk|4|0|1|100|20000|1e-4|1.0|uniform|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_chain_depth_screen,a996850f318f,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase1_screening:A3_ddp_fullk_k150_s20k,phase1_summary,phase1_screening,cifar10,no,legacy_chain_depth_screen,context_only,A3_ddp_fullk_k150_s20k,A3,A3,Q3 sampling_fidelity factor,ddp_fullk,ddp_strict,baseline_control,strict_baseline,4,0,1,150,20000,1e-4,1.0,uniform,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_ddp_fullk_k150_s20k_20260329_152523,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_ddp_fullk_k150_s20k_20260329_152523/eval,,done,completed,334.97352235738043,,,20000,,,,6980048.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|ddp_fullk|4|0|1|150|20000|1e-4|1.0|uniform|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_chain_depth_screen,5d47810afc26,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase1_screening:A3_ddp_fullk_k200_s20k,phase1_summary,phase1_screening,cifar10,no,legacy_chain_depth_screen,context_only,A3_ddp_fullk_k200_s20k,A3,A3,Q3 sampling_fidelity factor,ddp_fullk,ddp_strict,baseline_control,strict_baseline,4,0,1,200,20000,1e-4,1.0,uniform,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_ddp_fullk_k200_s20k_20260329_152523,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_ddp_fullk_k200_s20k_20260329_152523/eval,,done,completed,371.2953885237827,,,20000,,,,6980052.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|ddp_fullk|4|0|1|200|20000|1e-4|1.0|uniform|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_chain_depth_screen,a368fb9ad635,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase1_screening:A3_ddp_fullk_k30_s20k,phase1_summary,phase1_screening,cifar10,no,legacy_chain_depth_screen,context_only,A3_ddp_fullk_k30_s20k,A3,A3,Q3 sampling_fidelity factor,ddp_fullk,ddp_strict,baseline_control,strict_baseline,4,0,1,30,20000,1e-4,1.0,uniform,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_ddp_fullk_k30_s20k_20260329_145447,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_ddp_fullk_k30_s20k_20260329_145447/eval,,done,completed,372.8244812008316,,,20000,,,,6980034.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|ddp_fullk|4|0|1|30|20000|1e-4|1.0|uniform|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_chain_depth_screen,47139084fbe0,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase1_screening:A3_ddp_fullk_k400_s20k,phase1_summary,phase1_screening,cifar10,no,legacy_chain_depth_screen,context_only,A3_ddp_fullk_k400_s20k,A3,A3,Q3 sampling_fidelity factor,ddp_fullk,ddp_strict,baseline_control,strict_baseline,4,0,1,400,20000,1e-4,1.0,uniform,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_ddp_fullk_k400_s20k_20260329_152523,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_ddp_fullk_k400_s20k_20260329_152523/eval,,done,completed,433.11443028098233,,,20000,,,,6980056.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|ddp_fullk|4|0|1|400|20000|1e-4|1.0|uniform|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_chain_depth_screen,a3334bc0cfc4,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase1_screening:A3_ddp_fullk_k60_s20k,phase1_summary,phase1_screening,cifar10,no,legacy_chain_depth_screen,context_only,A3_ddp_fullk_k60_s20k,A3,A3,Q3 sampling_fidelity factor,ddp_fullk,ddp_strict,baseline_control,strict_baseline,4,0,1,60,20000,1e-4,1.0,uniform,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_ddp_fullk_k60_s20k_20260329_145447,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_ddp_fullk_k60_s20k_20260329_145447/eval,,done,completed,143.82086789447493,,,20000,,,,6980038.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|ddp_fullk|4|0|1|60|20000|1e-4|1.0|uniform|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_chain_depth_screen,16c44d0476e1,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase1_screening:A3_pipe_last2b001_p4_k100_s20k,phase1_summary,phase1_screening,cifar10,no,legacy_chain_depth_screen,context_only,A3_pipe_last2b001_p4_k100_s20k,A3,A3,Q3 sampling_fidelity factor,pipe_strict,strict_pipeline,pipeline_realization,late_stage_weighted,4,4,1,100,20000,1e-4,1.0,last2_beta,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_pipe_last2b001_p4_k100_s20k_20260329_152523,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_pipe_last2b001_p4_k100_s20k_20260329_152523/eval,,done,completed,123.03575353426459,,,20000,,,,6980046.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|4|4|1|100|20000|1e-4|1.0|last2_beta|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_chain_depth_screen,cdfd9d54822a,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase1_screening:A3_pipe_last2b001_p4_k150_s20k,phase1_summary,phase1_screening,cifar10,no,legacy_chain_depth_screen,context_only,A3_pipe_last2b001_p4_k150_s20k,A3,A3,Q3 sampling_fidelity factor,pipe_strict,strict_pipeline,pipeline_realization,late_stage_weighted,4,4,1,150,20000,1e-4,1.0,last2_beta,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_pipe_last2b001_p4_k150_s20k_20260329_152523,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_pipe_last2b001_p4_k150_s20k_20260329_152523/eval,,done,completed,327.7384232001299,,,20000,,,,6980050.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|4|4|1|150|20000|1e-4|1.0|last2_beta|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_chain_depth_screen,f39638c5c6aa,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase1_screening:A3_pipe_last2b001_p4_k200_s20k,phase1_summary,phase1_screening,cifar10,no,legacy_chain_depth_screen,context_only,A3_pipe_last2b001_p4_k200_s20k,A3,A3,Q3 sampling_fidelity factor,pipe_strict,strict_pipeline,pipeline_realization,late_stage_weighted,4,4,1,200,20000,1e-4,1.0,last2_beta,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_pipe_last2b001_p4_k200_s20k_20260329_152523,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_pipe_last2b001_p4_k200_s20k_20260329_152523/eval,,done,completed,370.40471467134194,,,20000,,,,6980054.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|4|4|1|200|20000|1e-4|1.0|last2_beta|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_chain_depth_screen,00c6b986b28b,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase1_screening:A3_pipe_last2b001_p4_k30_s20k,phase1_summary,phase1_screening,cifar10,no,legacy_chain_depth_screen,context_only,A3_pipe_last2b001_p4_k30_s20k,A3,A3,Q3 sampling_fidelity factor,pipe_strict,strict_pipeline,pipeline_realization,late_stage_weighted,4,4,1,30,20000,1e-4,1.0,last2_beta,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_pipe_last2b001_p4_k30_s20k_20260329_145447,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_pipe_last2b001_p4_k30_s20k_20260329_145447/eval,,done,completed,167.24952504622044,,,20000,,,,6980036.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|4|4|1|30|20000|1e-4|1.0|last2_beta|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_chain_depth_screen,2e1f3522da11,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase1_screening:A3_pipe_last2b001_p4_k400_s20k,phase1_summary,phase1_screening,cifar10,no,legacy_chain_depth_screen,context_only,A3_pipe_last2b001_p4_k400_s20k,A3,A3,Q3 sampling_fidelity factor,pipe_strict,strict_pipeline,pipeline_realization,late_stage_weighted,4,4,1,400,20000,1e-4,1.0,last2_beta,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_pipe_last2b001_p4_k400_s20k_20260329_160221,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_pipe_last2b001_p4_k400_s20k_20260329_160221/eval,,done,completed,421.7380101504298,,,20000,,,,6980077.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|4|4|1|400|20000|1e-4|1.0|last2_beta|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_chain_depth_screen,119bdab453cd,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase1_screening:A3_pipe_last2b001_p4_k60_s20k,phase1_summary,phase1_screening,cifar10,no,legacy_chain_depth_screen,context_only,A3_pipe_last2b001_p4_k60_s20k,A3,A3,Q3 sampling_fidelity factor,pipe_strict,strict_pipeline,pipeline_realization,late_stage_weighted,4,4,1,60,20000,1e-4,1.0,last2_beta,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_pipe_last2b001_p4_k60_s20k_20260329_145447,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_pipe_last2b001_p4_k60_s20k_20260329_145447/eval,,done,completed,124.30201430664641,,,20000,,,,6980040.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|4|4|1|60|20000|1e-4|1.0|last2_beta|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_chain_depth_screen,7f8f2dea4d74,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase1_screening:A4_ddp_fullk_eps001_k100_s20k,phase1_summary,phase1_screening,cifar10,no,legacy_step_size_screen,context_only,A4_ddp_fullk_eps001_k100_s20k,A4,A4,Q4 step_size factor,ddp_fullk,ddp_strict,baseline_control,strict_baseline,4,0,1,100,20000,1e-4,0.01,uniform,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_ddp_fullk_eps001_k100_s20k_20260329_161307,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_ddp_fullk_eps001_k100_s20k_20260329_161307/eval,,done,completed,118.94154233466753,,,20000,,,,6980091.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|ddp_fullk|4|0|1|100|20000|1e-4|0.01|uniform|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_step_size_screen,616d1183aa12,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase1_screening:A4_ddp_fullk_eps002_k100_s20k,phase1_summary,phase1_screening,cifar10,no,legacy_step_size_screen,context_only,A4_ddp_fullk_eps002_k100_s20k,A4,A4,Q4 step_size factor,ddp_fullk,ddp_strict,baseline_control,strict_baseline,4,0,1,100,20000,1e-4,0.02,uniform,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_ddp_fullk_eps002_k100_s20k_20260329_161307,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_ddp_fullk_eps002_k100_s20k_20260329_161307/eval,,done,completed,111.6598067768017,,,20000,,,,6980095.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|ddp_fullk|4|0|1|100|20000|1e-4|0.02|uniform|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_step_size_screen,00914fe9d1ab,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase1_screening:A4_ddp_fullk_eps005_k100_s20k,phase1_summary,phase1_screening,cifar10,no,legacy_step_size_screen,context_only,A4_ddp_fullk_eps005_k100_s20k,A4,A4,Q4 step_size factor,ddp_fullk,ddp_strict,baseline_control,strict_baseline,4,0,1,100,20000,1e-4,0.05,uniform,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_ddp_fullk_eps005_k100_s20k_20260330_031604,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_ddp_fullk_eps005_k100_s20k_20260330_031604/eval,,done,completed,113.46322581404473,,,20000,,,,6980655.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|ddp_fullk|4|0|1|100|20000|1e-4|0.05|uniform|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_step_size_screen,c6f5baf96fe6,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase1_screening:A4_ddp_fullk_eps010_k100_s20k,phase1_summary,phase1_screening,cifar10,no,legacy_step_size_screen,context_only,A4_ddp_fullk_eps010_k100_s20k,A4,A4,Q4 step_size factor,ddp_fullk,ddp_strict,baseline_control,strict_baseline,4,0,1,100,20000,1e-4,0.1,uniform,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_ddp_fullk_eps010_k100_s20k_20260329_162236,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_ddp_fullk_eps010_k100_s20k_20260329_162236/eval,,done,completed,114.95728215253928,,,20000,,,,6980104.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|ddp_fullk|4|0|1|100|20000|1e-4|0.1|uniform|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_step_size_screen,6d4aaa1603f1,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase1_screening:A4_ddp_fullk_eps020_k100_s20k,phase1_summary,phase1_screening,cifar10,no,legacy_step_size_screen,context_only,A4_ddp_fullk_eps020_k100_s20k,A4,A4,Q4 step_size factor,ddp_fullk,ddp_strict,baseline_control,strict_baseline,4,0,1,100,20000,1e-4,0.2,uniform,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_ddp_fullk_eps020_k100_s20k_20260329_164242,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_ddp_fullk_eps020_k100_s20k_20260329_164242/eval,,done,completed,117.38009212032432,,,20000,,,,6980110.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|ddp_fullk|4|0|1|100|20000|1e-4|0.2|uniform|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_step_size_screen,84601e670502,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase1_screening:A4_pipe_last2b001_p4_eps001_k100_s20k,phase1_summary,phase1_screening,cifar10,no,legacy_step_size_screen,context_only,A4_pipe_last2b001_p4_eps001_k100_s20k,A4,A4,Q4 step_size factor,pipe_strict,strict_pipeline,pipeline_realization,late_stage_weighted,4,4,1,100,20000,1e-4,0.01,last2_beta,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_pipe_last2b001_p4_eps001_k100_s20k_20260329_161307,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_pipe_last2b001_p4_eps001_k100_s20k_20260329_161307/eval,,done,completed,125.18450185387076,,,20000,,,,6980093.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|4|4|1|100|20000|1e-4|0.01|last2_beta|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_step_size_screen,45ead33d506a,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase1_screening:A4_pipe_last2b001_p4_eps002_k100_s20k,phase1_summary,phase1_screening,cifar10,no,legacy_step_size_screen,context_only,A4_pipe_last2b001_p4_eps002_k100_s20k,A4,A4,Q4 step_size factor,pipe_strict,strict_pipeline,pipeline_realization,late_stage_weighted,4,4,1,100,20000,1e-4,0.02,last2_beta,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_pipe_last2b001_p4_eps002_k100_s20k_20260329_161307,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_pipe_last2b001_p4_eps002_k100_s20k_20260329_161307/eval,,done,completed,115.64524760115205,,,20000,,,,6980097.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|4|4|1|100|20000|1e-4|0.02|last2_beta|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_step_size_screen,f2172140bb8f,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase1_screening:A4_pipe_last2b001_p4_eps005_k100_s20k,phase1_summary,phase1_screening,cifar10,no,legacy_step_size_screen,context_only,A4_pipe_last2b001_p4_eps005_k100_s20k,A4,A4,Q4 step_size factor,pipe_strict,strict_pipeline,pipeline_realization,late_stage_weighted,4,4,1,100,20000,1e-4,0.05,last2_beta,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_pipe_last2b001_p4_eps005_k100_s20k_20260329_162236,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_pipe_last2b001_p4_eps005_k100_s20k_20260329_162236/eval,,done,completed,115.5575964363282,,,20000,,,,6980102.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|4|4|1|100|20000|1e-4|0.05|last2_beta|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_step_size_screen,a19615115146,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase1_screening:A4_pipe_last2b001_p4_eps010_k100_s20k,phase1_summary,phase1_screening,cifar10,no,legacy_step_size_screen,context_only,A4_pipe_last2b001_p4_eps010_k100_s20k,A4,A4,Q4 step_size factor,pipe_strict,strict_pipeline,pipeline_realization,late_stage_weighted,4,4,1,100,20000,1e-4,0.1,last2_beta,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_pipe_last2b001_p4_eps010_k100_s20k_20260329_164242,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_pipe_last2b001_p4_eps010_k100_s20k_20260329_164242/eval,,done,completed,112.57379692792603,,,20000,,,,6980109.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|4|4|1|100|20000|1e-4|0.1|last2_beta|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_step_size_screen,c50270002d26,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase1_screening:A4_pipe_last2b001_p4_eps020_k100_s20k,phase1_summary,phase1_screening,cifar10,no,legacy_step_size_screen,context_only,A4_pipe_last2b001_p4_eps020_k100_s20k,A4,A4,Q4 step_size factor,pipe_strict,strict_pipeline,pipeline_realization,late_stage_weighted,4,4,1,100,20000,1e-4,0.2,last2_beta,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_pipe_last2b001_p4_eps020_k100_s20k_20260329_164242,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_pipe_last2b001_p4_eps020_k100_s20k_20260329_164242/eval,,done,completed,149.0415877760268,,,20000,,,,6980111.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|4|4|1|100|20000|1e-4|0.2|last2_beta|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_step_size_screen,5cecdc7e3dd6,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase2_mainline:ddp_fullk_K100_seed2_300k,phase2_summary,phase2_mainline,cifar10,no,legacy_seed_repro,context_only,ddp_fullk_K100_seed2_300k,M1,M1,M1 reproducibility,ddp_fullk,ddp_strict,baseline_control,strict_baseline,4,0,1,100,300000,1e-4,1.0,uniform,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation_phase2/M1/ddp_fullk_K100_seed2_300k_20260329_170437,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation_phase2/M1/ddp_fullk_K100_seed2_300k_20260329_170437/eval,,done,completed,58.29269515836154,,,300000,,,,6980119.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|ddp_fullk|4|0|1|100|300000|1e-4|1.0|uniform|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_seed_repro,7ba757f1a579,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase2_mainline:ddp_fullk_K100_seed3_300k,phase2_summary,phase2_mainline,cifar10,no,legacy_seed_repro,context_only,ddp_fullk_K100_seed3_300k,M1,M1,M1 reproducibility,ddp_fullk,ddp_strict,baseline_control,strict_baseline,4,0,1,100,300000,1e-4,1.0,uniform,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation_phase2/M1/ddp_fullk_K100_seed3_300k_20260331_024324,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation_phase2/M1/ddp_fullk_K100_seed3_300k_20260331_024324/eval,,done,completed,65.13306481720332,,,300000,,,,6981547.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|ddp_fullk|4|0|1|100|300000|1e-4|1.0|uniform|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_seed_repro,7ba757f1a579,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
