phase,group,exp_id,story,train_mode,world_size,pipe_stages,K,steps,lr,step_size,weight_mode,last2_beta,seed,num_nodes,ppn,eval_images,submit,queue,train_walltime,eval_walltime,save_every,vis_every,batch_size,sigma_pd,noise_std,langevin_sign,weight_decay,max_grad_norm,data_dir,sync_fresh_init,debug_level,log_every,eval_batch,k_eval,paired_key,target_role,budget_basis,legacy_context,notes,submitted_at,train_run_dir,eval_run_dir,train_job_id,eval_job_id
O3,O3,O3_single_fullk_K100_seed3_300k,Objective-first seed expansion for single baseline reference,single_fullk,1,1,100,300000,1e-4,1.0,uniform,0.01,3,1,1,5000,yes,preemptable,12:00:00,02:00:00,5000,1000,64,0.03,0.01,1.0,0.0,0.0,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,1,1,10,256,100,baseline_k100,single_baseline,300k_seed_expansion,no,Seed expansion for single-side baseline reference,2026-04-21T22:33:03Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_fullk_K100_seed3_300k_resume_20260421_223303,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_fullk_K100_seed3_300k_resume_20260421_223303/eval,7096201.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,
O3,O3,O3_pipe_strict_P2_uniform_K100_seed2_300k,Objective-first lower-priority pipeline control with uniform weighting,pipe_strict,2,2,100,300000,1e-4,1.0,uniform,0.01,2,1,2,5000,yes,preemptable,08:00:00,02:00:00,5000,1000,64,0.03,0.01,1.0,0.0,0.0,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,1,1,10,256,100,P2_uniform,pipeline_realization,300k_seed_expansion,no,Lower-priority control expansion,2026-04-09T13:26:33Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P2_uniform_K100_seed2_300k_20260417_134848,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P2_uniform_K100_seed2_300k_20260417_134848/eval,7066257.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,
O3,O3,O3_pipe_strict_P2_uniform_K100_seed3_300k,Objective-first lower-priority pipeline control with uniform weighting,pipe_strict,2,2,100,300000,1e-4,1.0,uniform,0.01,3,1,2,5000,yes,preemptable,08:00:00,02:00:00,5000,1000,64,0.03,0.01,1.0,0.0,0.0,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,1,1,10,256,100,P2_uniform,pipeline_realization,300k_seed_expansion,no,Lower-priority control expansion,2026-04-09T13:26:33Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P2_uniform_K100_seed3_300k_20260417_134848,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P2_uniform_K100_seed3_300k_20260417_134848/eval,7066258.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,
O4,O4,O4_single_fullk_K100_seed1_500k,Objective-first 500k baseline control,single_fullk,1,1,100,500000,1e-4,1.0,uniform,0.01,1,1,1,5000,yes,preemptable,16:00:00,02:00:00,5000,1000,64,0.03,0.01,1.0,0.0,0.0,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,1,1,10,256,100,baseline_k100,single_baseline,500k_long_horizon,no,Long-horizon baseline,2026-04-12T14:32:08Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_fullk_K100_seed1_500k_20260417_134848,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_fullk_K100_seed1_500k_20260417_134848/eval,7088059.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,
O4,O4,O4_single_fullk_K100_seed2_500k,Objective-first 500k baseline control,single_fullk,1,1,100,500000,1e-4,1.0,uniform,0.01,2,1,1,5000,yes,preemptable,16:00:00,02:00:00,5000,1000,64,0.03,0.01,1.0,0.0,0.0,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,1,1,10,256,100,baseline_k100,single_baseline,500k_long_horizon,no,Long-horizon baseline,2026-04-21T22:33:03Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_fullk_K100_seed2_500k_retry_20260421_223303,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_fullk_K100_seed2_500k_retry_20260421_223303/eval,7096202.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,
O4,O4,O4_single_fullk_K100_seed3_500k,Objective-first 500k baseline control,single_fullk,1,1,100,500000,1e-4,1.0,uniform,0.01,3,1,1,5000,yes,preemptable,16:00:00,02:00:00,5000,1000,64,0.03,0.01,1.0,0.0,0.0,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,1,1,10,256,100,baseline_k100,single_baseline,500k_long_horizon,no,Long-horizon baseline,2026-04-15T15:26:55Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_fullk_K100_seed3_500k_20260415_152655,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_fullk_K100_seed3_500k_20260415_152655/eval,7090269.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,
O4,O4,O4_ddp_fullk_K100_seed1_500k,Objective-first 500k DDP baseline,ddp_fullk,4,1,100,500000,1e-4,1.0,uniform,0.01,1,1,4,5000,yes,preemptable,16:00:00,02:00:00,5000,1000,64,0.03,0.01,1.0,0.0,0.0,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,1,1,10,256,100,baseline_k100,ddp_baseline,500k_long_horizon,no,Long-horizon DDP baseline,2026-04-09T13:26:33Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_ddp_fullk_K100_seed1_500k_20260417_134848,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_ddp_fullk_K100_seed1_500k_20260417_134848/eval,7066259.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,
O4,O4,O4_ddp_fullk_K100_seed2_500k,Objective-first 500k DDP baseline,ddp_fullk,4,1,100,500000,1e-4,1.0,uniform,0.01,2,1,4,5000,yes,preemptable,16:00:00,02:00:00,5000,1000,64,0.03,0.01,1.0,0.0,0.0,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,1,1,10,256,100,baseline_k100,ddp_baseline,500k_long_horizon,no,Long-horizon DDP baseline,2026-04-12T14:32:08Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_ddp_fullk_K100_seed2_500k_20260417_134848,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_ddp_fullk_K100_seed2_500k_20260417_134848/eval,7088060.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,
O4,O4,O4_ddp_fullk_K100_seed3_500k,Objective-first 500k DDP baseline,ddp_fullk,4,1,100,500000,1e-4,1.0,uniform,0.01,3,1,4,5000,yes,preemptable,16:00:00,02:00:00,5000,1000,64,0.03,0.01,1.0,0.0,0.0,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,1,1,10,256,100,baseline_k100,ddp_baseline,500k_long_horizon,no,Long-horizon DDP baseline,2026-04-15T15:26:38Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_ddp_fullk_K100_seed3_500k_20260417_134848,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_ddp_fullk_K100_seed3_500k_20260417_134848/eval,7090256.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,
O4,O4,O4_single_pipe_emul_P2_deep_K100_seed1_500k,Objective-first 500k single-side deep candidate,single_pipe_emul,1,2,100,500000,1e-4,1.0,deep_only,0.01,1,1,1,5000,yes,preemptable,20:00:00,02:00:00,5000,1000,64,0.03,0.01,1.0,0.0,0.0,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,1,1,10,256,100,P2_deep,objective_emulation,500k_long_horizon,no,Long-horizon single-side endpoint candidate,2026-04-09T13:26:33Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_pipe_emul_P2_deep_K100_seed1_500k_20260417_134848,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_pipe_emul_P2_deep_K100_seed1_500k_20260417_134848/eval,7066260.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,
O4,O4,O4_single_pipe_emul_P2_deep_K100_seed2_500k,Objective-first 500k single-side deep candidate,single_pipe_emul,1,2,100,500000,1e-4,1.0,deep_only,0.01,2,1,1,5000,yes,preemptable,20:00:00,02:00:00,5000,1000,64,0.03,0.01,1.0,0.0,0.0,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,1,1,10,256,100,P2_deep,objective_emulation,500k_long_horizon,no,Long-horizon single-side endpoint candidate,2026-04-15T15:26:38Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_pipe_emul_P2_deep_K100_seed2_500k_20260417_134848,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_pipe_emul_P2_deep_K100_seed2_500k_20260417_134848/eval,7090257.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,
O4,O4,O4_single_pipe_emul_P2_deep_K100_seed3_500k,Objective-first 500k single-side deep candidate,single_pipe_emul,1,2,100,500000,1e-4,1.0,deep_only,0.01,3,1,1,5000,yes,preemptable,20:00:00,02:00:00,5000,1000,64,0.03,0.01,1.0,0.0,0.0,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,1,1,10,256,100,P2_deep,objective_emulation,500k_long_horizon,no,Long-horizon single-side endpoint candidate,2026-04-12T14:32:08Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_pipe_emul_P2_deep_K100_seed3_500k_20260417_134848,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_pipe_emul_P2_deep_K100_seed3_500k_20260417_134848/eval,7088063.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,
O4,O4,O4_single_pipe_emul_P2_uniform_K100_seed1_500k,Objective-first 500k single-side uniform candidate,single_pipe_emul,1,2,100,500000,1e-4,1.0,uniform,0.01,1,1,1,5000,yes,preemptable,20:00:00,02:00:00,5000,1000,64,0.03,0.01,1.0,0.0,0.0,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,1,1,10,256,100,P2_uniform,objective_emulation,500k_long_horizon,no,Long-horizon single-side trajectory candidate,2026-04-09T13:26:33Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_pipe_emul_P2_uniform_K100_seed1_500k_20260417_134848,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_pipe_emul_P2_uniform_K100_seed1_500k_20260417_134848/eval,7066261.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,
O4,O4,O4_single_pipe_emul_P2_uniform_K100_seed2_500k,Objective-first 500k single-side uniform candidate,single_pipe_emul,1,2,100,500000,1e-4,1.0,uniform,0.01,2,1,1,5000,yes,preemptable,20:00:00,02:00:00,5000,1000,64,0.03,0.01,1.0,0.0,0.0,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,1,1,10,256,100,P2_uniform,objective_emulation,500k_long_horizon,no,Long-horizon single-side trajectory candidate,2026-04-12T14:32:08Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_pipe_emul_P2_uniform_K100_seed2_500k_20260417_134848,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_pipe_emul_P2_uniform_K100_seed2_500k_20260417_134848/eval,7088064.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,
O4,O4,O4_single_pipe_emul_P2_uniform_K100_seed3_500k,Objective-first 500k single-side uniform candidate,single_pipe_emul,1,2,100,500000,1e-4,1.0,uniform,0.01,3,1,1,5000,yes,preemptable,20:00:00,02:00:00,5000,1000,64,0.03,0.01,1.0,0.0,0.0,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,1,1,10,256,100,P2_uniform,objective_emulation,500k_long_horizon,no,Long-horizon single-side trajectory candidate,2026-04-12T14:32:08Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_pipe_emul_P2_uniform_K100_seed3_500k_20260417_134848,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_pipe_emul_P2_uniform_K100_seed3_500k_20260417_134848/eval,7088065.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,
O4,O4,O4_pipe_strict_P4_uniform_K100_seed1_500k,Objective-first 500k pipeline uniform candidate,pipe_strict,4,4,100,500000,1e-4,1.0,uniform,0.01,1,1,4,5000,yes,preemptable,16:00:00,02:00:00,5000,1000,64,0.03,0.01,1.0,0.0,0.0,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,1,1,10,256,100,P4_uniform,pipeline_realization,500k_long_horizon,no,Long-horizon pipeline trajectory candidate,2026-04-09T13:26:33Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_uniform_K100_seed1_500k_20260417_134848,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_uniform_K100_seed1_500k_20260417_134848/eval,7066262.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,
O4,O4,O4_pipe_strict_P4_uniform_K100_seed2_500k,Objective-first 500k pipeline uniform candidate,pipe_strict,4,4,100,500000,1e-4,1.0,uniform,0.01,2,1,4,5000,yes,preemptable,16:00:00,02:00:00,5000,1000,64,0.03,0.01,1.0,0.0,0.0,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,1,1,10,256,100,P4_uniform,pipeline_realization,500k_long_horizon,no,Long-horizon pipeline trajectory candidate,2026-04-15T15:26:38Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_uniform_K100_seed2_500k_20260417_134848,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_uniform_K100_seed2_500k_20260417_134848/eval,7090258.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,
O4,O4,O4_pipe_strict_P4_uniform_K100_seed3_500k,Objective-first 500k pipeline uniform candidate,pipe_strict,4,4,100,500000,1e-4,1.0,uniform,0.01,3,1,4,5000,yes,preemptable,16:00:00,02:00:00,5000,1000,64,0.03,0.01,1.0,0.0,0.0,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,1,1,10,256,100,P4_uniform,pipeline_realization,500k_long_horizon,no,Long-horizon pipeline trajectory candidate,2026-04-12T14:32:08Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_uniform_K100_seed3_500k_20260417_134848,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_uniform_K100_seed3_500k_20260417_134848/eval,7088067.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,
O4,O4,O4_pipe_strict_P4_deep_K100_seed1_500k,Objective-first 500k pipeline deep candidate,pipe_strict,4,4,100,500000,1e-4,1.0,deep_only,0.01,1,1,4,5000,yes,preemptable,16:00:00,02:00:00,5000,1000,64,0.03,0.01,1.0,0.0,0.0,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,1,1,10,256,100,P4_deep,pipeline_realization,500k_long_horizon,no,Long-horizon pipeline endpoint candidate,2026-04-16T18:40:21Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_deep_K100_seed1_500k_20260416_184021,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_deep_K100_seed1_500k_20260416_184021/eval,7091884.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,
O4,O4,O4_pipe_strict_P4_deep_K100_seed2_500k,Objective-first 500k pipeline deep candidate,pipe_strict,4,4,100,500000,1e-4,1.0,deep_only,0.01,2,1,4,5000,yes,preemptable,16:00:00,02:00:00,5000,1000,64,0.03,0.01,1.0,0.0,0.0,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,1,1,10,256,100,P4_deep,pipeline_realization,500k_long_horizon,no,Long-horizon pipeline endpoint candidate,2026-04-16T18:40:21Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_deep_K100_seed2_500k_20260416_184021,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_deep_K100_seed2_500k_20260416_184021/eval,7091885.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,
O4,O4,O4_pipe_strict_P4_deep_K100_seed3_500k,Objective-first 500k pipeline deep candidate,pipe_strict,4,4,100,500000,1e-4,1.0,deep_only,0.01,3,1,4,5000,yes,preemptable,16:00:00,02:00:00,5000,1000,64,0.03,0.01,1.0,0.0,0.0,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,1,1,10,256,100,P4_deep,pipeline_realization,500k_long_horizon,no,Long-horizon pipeline endpoint candidate,2026-04-16T18:40:21Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_deep_K100_seed3_500k_20260416_184021,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_deep_K100_seed3_500k_20260416_184021/eval,7091886.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,
O5,O5,O5_ddp_fullk_K25_seed1_300k,Objective-first compute-matched baseline control,ddp_fullk,4,1,25,300000,1e-4,1.0,uniform,0.01,1,1,4,5000,yes,preemptable,12:00:00,02:00:00,5000,1000,64,0.03,0.01,1.0,0.0,0.0,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,1,1,10,256,25,K25_baseline,ddp_baseline,compute_matched_control,no,Compare at equal wall-clock / GPU-hours / model-evals,2026-04-16T18:40:21Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O5/O5_ddp_fullk_K25_seed1_300k_20260416_184021,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O5/O5_ddp_fullk_K25_seed1_300k_20260416_184021/eval,7091887.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,
O5,O5,O5_ddp_fullk_K50_seed1_300k,Objective-first compute-matched baseline control,ddp_fullk,4,1,50,300000,1e-4,1.0,uniform,0.01,1,1,4,5000,yes,preemptable,12:00:00,02:00:00,5000,1000,64,0.03,0.01,1.0,0.0,0.0,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,1,1,10,256,50,K50_baseline,ddp_baseline,compute_matched_control,no,Compare at equal wall-clock / GPU-hours / model-evals,2026-04-16T18:40:21Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O5/O5_ddp_fullk_K50_seed1_300k_20260416_184021,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O5/O5_ddp_fullk_K50_seed1_300k_20260416_184021/eval,7091888.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,
O5,O5,O5_ddp_fullk_K100_seed1_300k,Objective-first compute-matched baseline control,ddp_fullk,4,1,100,300000,1e-4,1.0,uniform,0.01,1,1,4,5000,yes,preemptable,12:00:00,02:00:00,5000,1000,64,0.03,0.01,1.0,0.0,0.0,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,1,1,10,256,100,K100_baseline,ddp_baseline,compute_matched_control,no,Compare at equal wall-clock / GPU-hours / model-evals,2026-04-16T18:40:21Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O5/O5_ddp_fullk_K100_seed1_300k_20260416_184021,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O5/O5_ddp_fullk_K100_seed1_300k_20260416_184021/eval,7091889.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,
O5,O5,O5_pipe_strict_P4_uniform_K100_seed1_300k,Objective-first compute-matched pipeline candidate,pipe_strict,4,4,100,300000,1e-4,1.0,uniform,0.01,1,1,4,5000,yes,preemptable,08:00:00,02:00:00,5000,1000,64,0.03,0.01,1.0,0.0,0.0,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,1,1,10,256,100,P4_uniform,pipeline_realization,compute_matched_control,no,Compute-matched pipeline trajectory candidate,2026-04-16T18:40:21Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O5/O5_pipe_strict_P4_uniform_K100_seed1_300k_20260416_184021,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O5/O5_pipe_strict_P4_uniform_K100_seed1_300k_20260416_184021/eval,7091890.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,
O5,O5,O5_pipe_strict_P4_deep_K100_seed1_300k,Objective-first compute-matched pipeline candidate,pipe_strict,4,4,100,300000,1e-4,1.0,deep_only,0.01,1,1,4,5000,yes,preemptable,08:00:00,02:00:00,5000,1000,64,0.03,0.01,1.0,0.0,0.0,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,1,1,10,256,100,P4_deep,pipeline_realization,compute_matched_control,no,Compute-matched pipeline endpoint candidate,2026-04-21T22:33:03Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O5/O5_pipe_strict_P4_deep_K100_seed1_300k_resume_20260421_223303,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O5/O5_pipe_strict_P4_deep_K100_seed1_300k_resume_20260421_223303/eval,7096203.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,
